month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
2022-09-01,S08000029,18plus,3419,114
2022-09-01,S08000029,18-74,1192,40
2022-09-01,S08000029,75plus,2227,74
2022-09-01,S08000030,18plus,4565,152
2022-09-01,S08000030,18-74,1767,59
2022-09-01,S08000030,75plus,2798,93
2022-09-01,S08000031,18plus,10901,363
2022-09-01,S08000031,18-74,4409,147
2022-09-01,S08000031,75plus,6492,216
2022-09-01,S08000032,18plus,5585,186
2022-09-01,S08000032,18-74,2187,73
2022-09-01,S08000032,75plus,3398,113
2022-09-01,S92000003,18plus,54960,1832
2022-09-01,S92000003,18-74,18493,616
2022-09-01,S92000003,75plus,36467,1216
2022-10-01,S08000015,18plus,6438,208
2022-10-01,S08000015,18-74,2152,69
2022-10-01,S08000015,75plus,4286,138
2022-10-01,S08000016,18plus,2161,70
2022-10-01,S08000016,18-74,445,14
2022-10-01,S08000016,75plus,1716,55
2022-10-01,S08000017,18plus,3421,110
2022-10-01,S08000017,18-74,1115,36
2022-10-01,S08000017,75plus,2306,74
2022-10-01,S08000019,18plus,3615,117
2022-10-01,S08000019,18-74,1021,33
2022-10-01,S08000019,75plus,2594,84
2022-10-01,S08000020,18plus,3447,111
2022-10-01,S08000020,18-74,978,32
2022-10-01,S08000020,75plus,2469,80
2022-10-01,S08000022,18plus,5040,163
2022-10-01,S08000022,18-74,1559,50
2022-10-01,S08000022,75plus,3481,112
2022-10-01,S08000024,18plus,8162,263
2022-10-01,S08000024,18-74,2684,87
2022-10-01,S08000024,75plus,5478,177
2022-10-01,S08000025,18plus,145,5
2022-10-01,S08000025,18-74,31,1
2022-10-01,S08000025,75plus,114,4
2022-10-01,S08000026,18plus,204,7
2022-10-01,S08000026,18-74,79,3
2022-10-01,S08000026,75plus,125,4
2022-10-01,S08000028,18plus,528,17
2022-10-01,S08000028,18-74,84,3
2022-10-01,S08000028,75plus,444,14
2022-10-01,S08000029,18plus,3474,112
2022-10-01,S08000029,18-74,1229,40
2022-10-01,S08000029,75plus,2245,72
2022-10-01,S08000030,18plus,4938,159
2022-10-01,S08000030,18-74,1778,57
2022-10-01,S08000030,75plus,3160,102
2022-10-01,S08000031,18plus,11645,376
2022-10-01,S08000031,18-74,5073,164
2022-10-01,S08000031,75plus,6572,212
2022-10-01,S08000032,18plus,5608,181
2022-10-01,S08000032,18-74,2064,67
2022-10-01,S08000032,75plus,3544,114
2022-10-01,S92000003,18plus,58826,1898
2022-10-01,S92000003,18-74,20292,655
2022-10-01,S92000003,75plus,38534,1243
2022-11-01,S08000015,18plus,7148,238
2022-11-01,S08000015,18-74,2370,79
2022-11-01,S08000015,75plus,4778,159
2022-11-01,S08000016,18plus,2273,76
2022-11-01,S08000016,18-74,597,20
2022-11-01,S08000016,75plus,1676,56
2022-11-01,S08000017,18plus,3538,118
2022-11-01,S08000017,18-74,1040,35
2022-11-01,S08000017,75plus,2498,83
2022-11-01,S08000019,18plus,3742,125
2022-11-01,S08000019,18-74,973,32
2022-11-01,S08000019,75plus,2769,92
2022-11-01,S08000020,18plus,3975,133
2022-11-01,S08000020,18-74,1325,44
2022-11-01,S08000020,75plus,2650,88
2022-11-01,S08000022,18plus,4921,164
2022-11-01,S08000022,18-74,1698,57
2022-11-01,S08000022,75plus,3223,107
2022-11-01,S08000024,18plus,7100,237
2022-11-01,S08000024,18-74,2218,74
2022-11-01,S08000024,75plus,4882,163
2022-11-01,S08000025,18plus,113,4
2022-11-01,S08000025,18-74,63,2
2022-11-01,S08000025,75plus,50,2
2022-11-01,S08000026,18plus,181,6
2022-11-01,S08000026,18-74,35,1
2022-11-01,S08000026,75plus,146,5
2022-11-01,S08000028,18plus,386,13
2022-11-01,S08000028,18-74,66,2
2022-11-01,S08000028,75plus,320,11
2022-11-01,S08000029,18plus,3620,121
2022-11-01,S08000029,18-74,1262,42
2022-11-01,S08000029,75plus,2358,79
2022-11-01,S08000030,18plus,4518,151
2022-11-01,S08000030,18-74,1652,55
2022-11-01,S08000030,75plus,2866,96
2022-11-01,S08000031,18plus,11020,367
2022-11-01,S08000031,18-74,4858,162
2022-11-01,S08000031,75plus,6162,205
2022-11-01,S08000032,18plus,5966,199
2022-11-01,S08000032,18-74,1923,64
2022-11-01,S08000032,75plus,4043,135
2022-11-01,S92000003,18plus,58501,1950
2022-11-01,S92000003,18-74,20080,669
2022-11-01,S92000003,75plus,38421,1281
2022-12-01,S08000015,18plus,7639,246
2022-12-01,S08000015,18-74,2319,75
2022-12-01,S08000015,75plus,5320,172
2022-12-01,S08000016,18plus,1946,63
2022-12-01,S08000016,18-74,485,16
2022-12-01,S08000016,75plus,1461,47
2022-12-01,S08000017,18plus,3577,115
2022-12-01,S08000017,18-74,1010,33
2022-12-01,S08000017,75plus,2567,83
2022-12-01,S08000019,18plus,3733,120
2022-12-01,S08000019,18-74,984,32
2022-12-01,S08000019,75plus,2749,89
2022-12-01,S08000020,18plus,3669,118
2022-12-01,S08000020,18-74,1302,42
2022-12-01,S08000020,75plus,2367,76
2022-12-01,S08000022,18plus,4647,150
2022-12-01,S08000022,18-74,1404,45
2022-12-01,S08000022,75plus,3243,105
2022-12-01,S08000024,18plus,7198,232
2022-12-01,S08000024,18-74,2591,84
2022-12-01,S08000024,75plus,4607,149
2022-12-01,S08000025,18plus,161,5
2022-12-01,S08000025,18-74,34,1
2022-12-01,S08000025,75plus,127,4
2022-12-01,S08000026,18plus,228,7
2022-12-01,S08000026,18-74,47,2
2022-12-01,S08000026,75plus,181,6
2022-12-01,S08000028,18plus,285,9
2022-12-01,S08000028,18-74,45,1
2022-12-01,S08000028,75plus,240,8
2022-12-01,S08000029,18plus,3596,116
2022-12-01,S08000029,18-74,1343,43
2022-12-01,S08000029,75plus,2253,73
2022-12-01,S08000030,18plus,4253,137
2022-12-01,S08000030,18-74,1745,56
2022-12-01,S08000030,75plus,2508,81
2022-12-01,S08000031,18plus,11373,367
2022-12-01,S08000031,18-74,4721,152
2022-12-01,S08000031,75plus,6652,215
2022-12-01,S08000032,18plus,5906,191
2022-12-01,S08000032,18-74,2159,70
2022-12-01,S08000032,75plus,3747,121
2022-12-01,S92000003,18plus,58211,1878
2022-12-01,S92000003,18-74,20189,651
2022-12-01,S92000003,75plus,38022,1227
2023-01-01,S08000015,18plus,6925,223
2023-01-01,S08000015,18-74,1973,64
2023-01-01,S08000015,75plus,4952,160
2023-01-01,S08000016,18plus,1899,61
2023-01-01,S08000016,18-74,497,16
2023-01-01,S08000016,75plus,1402,45
2023-01-01,S08000017,18plus,3302,107
2023-01-01,S08000017,18-74,878,28
2023-01-01,S08000017,75plus,2424,78
2023-01-01,S08000019,18plus,3557,115
2023-01-01,S08000019,18-74,940,30
2023-01-01,S08000019,75plus,2617,84
2023-01-01,S08000020,18plus,3523,114
2023-01-01,S08000020,18-74,1173,38
2023-01-01,S08000020,75plus,2350,76
2023-01-01,S08000022,18plus,4861,157
2023-01-01,S08000022,18-74,1377,44
2023-01-01,S08000022,75plus,3484,112
2023-01-01,S08000024,18plus,7344,237
2023-01-01,S08000024,18-74,2388,77
2023-01-01,S08000024,75plus,4956,160
2023-01-01,S08000025,18plus,213,7
2023-01-01,S08000025,18-74,66,2
2023-01-01,S08000025,75plus,147,5
2023-01-01,S08000026,18plus,242,8
2023-01-01,S08000026,18-74,93,3
2023-01-01,S08000026,75plus,149,5
2023-01-01,S08000028,18plus,207,7
2023-01-01,S08000028,18-74,31,1
2023-01-01,S08000028,75plus,176,6
2023-01-01,S08000029,18plus,3254,105
2023-01-01,S08000029,18-74,994,32
2023-01-01,S08000029,75plus,2260,73
2023-01-01,S08000030,18plus,4428,143
2023-01-01,S08000030,18-74,2031,66
2023-01-01,S08000030,75plus,2397,77
2023-01-01,S08000031,18plus,11115,359
2023-01-01,S08000031,18-74,4454,144
2023-01-01,S08000031,75plus,6661,215
2023-01-01,S08000032,18plus,5956,192
2023-01-01,S08000032,18-74,2037,66
2023-01-01,S08000032,75plus,3919,126
2023-01-01,S92000003,18plus,56826,1833
2023-01-01,S92000003,18-74,18932,611
2023-01-01,S92000003,75plus,37894,1222
2023-02-01,S08000015,18plus,5765,206
2023-02-01,S08000015,18-74,1661,59
2023-02-01,S08000015,75plus,4104,147
2023-02-01,S08000016,18plus,1934,69
2023-02-01,S08000016,18-74,448,16
2023-02-01,S08000016,75plus,1486,53
2023-02-01,S08000017,18plus,2766,99
2023-02-01,S08000017,18-74,671,24
2023-02-01,S08000017,75plus,2095,75
2023-02-01,S08000019,18plus,3099,111
2023-02-01,S08000019,18-74,786,28
2023-02-01,S08000019,75plus,2313,83
2023-02-01,S08000020,18plus,2903,104
2023-02-01,S08000020,18-74,977,35
2023-02-01,S08000020,75plus,1926,69
2023-02-01,S08000022,18plus,4327,155
2023-02-01,S08000022,18-74,1261,45
2023-02-01,S08000022,75plus,3066,110
2023-02-01,S08000024,18plus,7289,260
2023-02-01,S08000024,18-74,2238,80
2023-02-01,S08000024,75plus,5051,180
2023-02-01,S08000025,18plus,122,4
2023-02-01,S08000025,18-74,10,0
2023-02-01,S08000025,75plus,112,4
2023-02-01,S08000026,18plus,122,4
2023-02-01,S08000026,18-74,57,2
2023-02-01,S08000026,75plus,65,2
2023-02-01,S08000028,18plus,323,12
2023-02-01,S08000028,18-74,19,1
2023-02-01,S08000028,75plus,304,11
2023-02-01,S08000029,18plus,2797,100
2023-02-01,S08000029,18-74,880,31
2023-02-01,S08000029,75plus,1917,68
2023-02-01,S08000030,18plus,4337,155
2023-02-01,S08000030,18-74,2015,72
2023-02-01,S08000030,75plus,2322,83
2023-02-01,S08000031,18plus,10584,378
2023-02-01,S08000031,18-74,4061,145
2023-02-01,S08000031,75plus,6523,233
2023-02-01,S08000032,18plus,5364,192
2023-02-01,S08000032,18-74,1885,67
2023-02-01,S08000032,75plus,3479,124
2023-02-01,S92000003,18plus,51732,1848
2023-02-01,S92000003,18-74,16969,606
2023-02-01,S92000003,75plus,34763,1242
2023-03-01,S08000015,18plus,5545,179
2023-03-01,S08000015,18-74,1833,59
2023-03-01,S08000015,75plus,3712,120
2023-03-01,S08000016,18plus,1963,63
2023-03-01,S08000016,18-74,523,17
2023-03-01,S08000016,75plus,1440,46
2023-03-01,S08000017,18plus,3092,100
2023-03-01,S08000017,18-74,808,26
2023-03-01,S08000017,75plus,2284,74
2023-03-01,S08000019,18plus,3164,102
2023-03-01,S08000019,18-74,977,32
2023-03-01,S08000019,75plus,2187,71
2023-03-01,S08000020,18plus,2575,83
2023-03-01,S08000020,18-74,769,25
2023-03-01,S08000020,75plus,1806,58
2023-03-01,S08000022,18plus,4782,154
2023-03-01,S08000022,18-74,1476,48
2023-03-01,S08000022,75plus,3306,107
2023-03-01,S08000024,18plus,8028,259
2023-03-01,S08000024,18-74,2667,86
2023-03-01,S08000024,75plus,5361,173
2023-03-01,S08000025,18plus,195,6
2023-03-01,S08000025,18-74,0,0
2023-03-01,S08000025,75plus,195,6
2023-03-01,S08000026,18plus,122,4
2023-03-01,S08000026,18-74,20,1
2023-03-01,S08000026,75plus,102,3
2023-03-01,S08000028,18plus,381,12
2023-03-01,S08000028,18-74,28,1
2023-03-01,S08000028,75plus,353,11
2023-03-01,S08000029,18plus,2799,90
2023-03-01,S08000029,18-74,1117,36
2023-03-01,S08000029,75plus,1682,54
2023-03-01,S08000030,18plus,4583,148
2023-03-01,S08000030,18-74,2202,71
2023-03-01,S08000030,75plus,2381,77
2023-03-01,S08000031,18plus,11766,380
2023-03-01,S08000031,18-74,4984,161
2023-03-01,S08000031,75plus,6782,219
2023-03-01,S08000032,18plus,5051,163
2023-03-01,S08000032,18-74,1726,56
2023-03-01,S08000032,75plus,3325,107
2023-03-01,S92000003,18plus,54046,1743
2023-03-01,S92000003,18-74,19130,617
2023-03-01,S92000003,75plus,34916,1126
2023-04-01,S08000015,18plus,5385,180
2023-04-01,S08000015,18-74,1799,60
2023-04-01,S08000015,75plus,3586,120
2023-04-01,S08000016,18plus,1908,64
2023-04-01,S08000016,18-74,463,15
2023-04-01,S08000016,75plus,1445,48
2023-04-01,S08000017,18plus,2911,97
2023-04-01,S08000017,18-74,994,33
2023-04-01,S08000017,75plus,1917,64
2023-04-01,S08000019,18plus,2893,96
2023-04-01,S08000019,18-74,740,25
2023-04-01,S08000019,75plus,2153,72
2023-04-01,S08000020,18plus,2594,86
2023-04-01,S08000020,18-74,646,22
2023-04-01,S08000020,75plus,1948,65
2023-04-01,S08000022,18plus,4717,157
2023-04-01,S08000022,18-74,1481,49
2023-04-01,S08000022,75plus,3236,108
2023-04-01,S08000024,18plus,7582,253
2023-04-01,S08000024,18-74,2674,89
2023-04-01,S08000024,75plus,4908,164
2023-04-01,S08000025,18plus,213,7
2023-04-01,S08000025,18-74,0,0
2023-04-01,S08000025,75plus,213,7
2023-04-01,S08000026,18plus,115,4
2023-04-01,S08000026,18-74,11,0
2023-04-01,S08000026,75plus,104,3
2023-04-01,S08000028,18plus,389,13
2023-04-01,S08000028,18-74,26,1
2023-04-01,S08000028,75plus,363,12
2023-04-01,S08000029,18plus,2501,83
2023-04-01,S08000029,18-74,1065,36
2023-04-01,S08000029,75plus,1436,48
2023-04-01,S08000030,18plus,4075,136
2023-04-01,S08000030,18-74,1918,64
2023-04-01,S08000030,75plus,2157,72
2023-04-01,S08000031,18plus,10846,362
2023-04-01,S08000031,18-74,4681,156
2023-04-01,S08000031,75plus,6165,206
2023-04-01,S08000032,18plus,5198,173
2023-04-01,S08000032,18-74,1824,61
2023-04-01,S08000032,75plus,3374,112
2023-04-01,S92000003,18plus,51327,1711
2023-04-01,S92000003,18-74,18322,611
2023-04-01,S92000003,75plus,33005,1100
2023-05-01,S08000015,18plus,5977,193
2023-05-01,S08000015,18-74,2150,69
2023-05-01,S08000015,75plus,3827,123
2023-05-01,S08000016,18plus,2218,72
2023-05-01,S08000016,18-74,479,15
2023-05-01,S08000016,75plus,1739,56
2023-05-01,S08000017,18plus,2960,95
2023-05-01,S08000017,18-74,1034,33
2023-05-01,S08000017,75plus,1926,62
2023-05-01,S08000019,18plus,3091,100
2023-05-01,S08000019,18-74,923,30
2023-05-01,S08000019,75plus,2168,70
2023-05-01,S08000020,18plus,2920,94
2023-05-01,S08000020,18-74,820,26
2023-05-01,S08000020,75plus,2100,68
2023-05-01,S08000022,18plus,5077,164
2023-05-01,S08000022,18-74,1423,46
2023-05-01,S08000022,75plus,3654,118
2023-05-01,S08000024,18plus,7581,245
2023-05-01,S08000024,18-74,2731,88
2023-05-01,S08000024,75plus,4850,156
2023-05-01,S08000025,18plus,253,8
2023-05-01,S08000025,18-74,6,0
2023-05-01,S08000025,75plus,247,8
2023-05-01,S08000026,18plus,2,0
2023-05-01,S08000026,18-74,2,0
2023-05-01,S08000026,75plus,0,0
2023-05-01,S08000028,18plus,415,13
2023-05-01,S08000028,18-74,68,2
2023-05-01,S08000028,75plus,347,11
2023-05-01,S08000029,18plus,2424,78
2023-05-01,S08000029,18-74,1030,33
2023-05-01,S08000029,75plus,1394,45
2023-05-01,S08000030,18plus,4203,136
2023-05-01,S08000030,18-74,2131,69
2023-05-01,S08000030,75plus,2072,67
2023-05-01,S08000031,18plus,10781,348
2023-05-01,S08000031,18-74,4520,146
2023-05-01,S08000031,75plus,6261,202
2023-05-01,S08000032,18plus,6175,199
2023-05-01,S08000032,18-74,2140,69
2023-05-01,S08000032,75plus,4035,130
2023-05-01,S92000003,18plus,54077,1744
2023-05-01,S92000003,18-74,19457,628
2023-05-01,S92000003,75plus,34620,1117
